video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"AzFV29vo4Nw","FINALMENTE TV GLOBO VAI TRANSMITIR O FLAMENGO | POLÊMICA ANIMAL COM GABIGOL","2020-03-01T21:55:43.000Z","UCV91rzdOwAThxQS79JcYsXQ","Gustavo Henrique Dando Choque","17","20.03.03","dando choque|gustavo henrique|futebol|clube de regatas do flamengo|flamengo|mengo|mengão|notícias do flamengo|notícias do fla|notícias do mengão|flamengo ao vivo|flamengo 24 horas|marcos braz|rodolfo landim|diretoria do flamengo|reforços flamengo|mercado da bola|jorge jesus|gabigol|gabriel barbosa|tv globo|acordo entre tv globo e flamengo|libertadores da américa|flamengo x júnior barranquilla|rafinha|bruno henrique|rodrigo caio","152805","22891","2182","2302","https://i.ytimg.com/vi/AzFV29vo4Nw/default.jpg","False","False","Notícias importantes do Flamengo!Me siga no instagram: @gustavohenriquedandochoque"
"9xP009LRLpg","FLEX FEZ O GIGA CHORAR!","2020-03-01T21:17:23.000Z","UC5BW1WJ3ioahNzFUBdJ7cLQ","Rafael Brandão","17","20.03.03","bodybuilderlife|life|BBLTV|bodybuilderlifetv|tv|rafaelbrandao|rafa|rafael|brandao|academia|musculação|bodybuilding|dieta|treino|fisiculturismo|darkness|dkness|off season|muscle|olympia|arnold|classic|open|motivação|integralmedica|fábio giga|giga|dragons lair|flex|flex lewis|arnold classic|karen|karen pro|karen brandão|ju chitarra|chitarra ju","183093","27066","70","1385","https://i.ytimg.com/vi/9xP009LRLpg/default.jpg","False","False","LEIA A DESCRIÇÃO •FALA GALERA DO BRANDINHO, NO VÍDEO DE HOJE VOCÊS VÃO VER O FLEX FAZENDO O GIGA CHORAR AO CONHECER A DRAGON'S LAIR, E TEM UMA NOVIDADE INCRÍVEL PRA VOCÊS AI NO BRASIL, ASSISTAM!SE GOSTOU, DEIXE SEU LIKE, SE INSCREVA NO CANAL E ATIVE AS NOTIFICAÇÕES.Faça parte do Brandão Team - brandaoteam@outlook.comDeixe sua opinião e sugestão nos comentários. É muito importante pra nós.O Rafael Brandao TV busca trazer o melhor conteúdo do esporte Fisiculturismo no Brasil e no mundo.Técnicas mais avançadas de treinamento, dieta, preparações para competições, tudo isso apresentado por Rafael Brandão, atleta Profissional de fisiculturismo.Siga-nos no Instagram para acompanhar a rotina de produção do canal: @rafaelbrandaotvhttps://www.instagram.com/rafaelbrandaotv• APOIO •- Darknesshttps://www.darkness.com.br/- Mega Fit Meals - megafitmeals.com- GSN Suplementos - https://www.gsnsuplementos.com.br/Cupom de desconto :  BRANDAO- Mith Oficialhttps://www.mithoficial.com.brCupom de desconto - BRANDAO  Playlist do canal no spotify:https://open.spotify.com/playlist/6QcSMq6BPsIcOTBJxIJ531?si=VzlvMs1NQaG3TkrBHR-vcgMusicas durante o treino:Transgressions - Losthttps://www.youtube.com/watch?v=X5RRVQoJShEWake Theory - My Enemyhttps://www.youtube.com/watch?v=C1Y3-eU-tN8Music: Moistrus & lenroh - Outsethttps://youtu.be/IcEvg7p5lJs"
"o1BWwZETlEo","DESAFIO DA TORRE DE BOLAS AINDA MAIS LOUCO!!","2020-03-01T21:24:04.000Z","UCriRvZSnEFPSMqSya2s2U6g","Banheiristas","17","20.03.03","caio|vitor|lo|banheiristas|banheristas|banheirista|criança|crianca|videos|futebol|esporte|desenhos|desafios|gol|gols|diversao|kids|teen","202848","24437","254","763","https://i.ytimg.com/vi/o1BWwZETlEo/default.jpg","False","False","IRMÃOS LO:https://www.youtube.com/channel/UCGmK5lxJny00jnQl03rvgEw/videosVEM COM OS BANHEIRISTAS NO ORLANDO SOCCER CAMP 2020! DO DIA 12 A 25 DE JULHO, TODAS INFORMAÇÕES NESTE LINK: https://www.ie.com.br/intercambio/ferias-teen/orlando-soccer-camp[INSCREVA-SE NO CANAL]INSTAGRAM@banheiristas@caiolo@vitorlo_@owenesquilo@tarobinha@tulinho@lucasmcfertonaniAPENAS! CONTATO COMERCIAL: banheiristas@emailtb.com.brbanheiristas@gmail.com"
"qnffbplWEh8","REVELANDO MOTORISTA DO IVECO PRETO !","2020-03-01T22:07:27.000Z","UCP78dbFMqqu6PeBbFl5U4_Q","CLAUDEMIR GIGLIOTTI","22","20.03.03","[none]","148410","29425","154","1316","https://i.ytimg.com/vi/qnffbplWEh8/default.jpg","False","False","Insagram: https://www.instagram.com/monynha_viana/Facebook: @claudemirgigliotti  Instagram : @claudemirgigliotti_neni✔ Site Oficial: www.canaldoneni.com.brSegtruck: https://segtruck.com.br/Transdesk: https://www.transdesk.com.br/Tracker:  0300 400 5000 #Canaldoneni #vidadecaminhoneiro #caminhoes"
"qNPQDeIHEy0","TRANSFORMAÇÃO DO FRANGO EM 120 DIAS l FINAL","2020-03-01T21:30:02.000Z","UC3wVslvR1r5lKPeh7wpoG8Q","Victor Lelis","24","20.03.03","victor|lelis|fefranco|toguro|bottura|shape|saude|inexplicavel|120dias|abetv|suplementação|suplementos|hipertrofia|fit|fitness|gym|workout|bodybuilding|bodybuilder|crescer|musculos|academia|monstro|leo|stronda|breakmen|negromorfo|frango|projeto frango|evolução frango|lelis frango|gregory kessey|capitao america|ganhar massa muscular|transformação academia|iniciante academia|ganhar peso|ficar forte|barriga trincada","270482","41699","385","2201","https://i.ytimg.com/vi/qNPQDeIHEy0/default.jpg","False","False","📖 LIVRO MANUAL DO FRANGO: https://go.hotmart.com/R17408268V⭐ Whey Protein por R$76,50 1Kg : https://www.gsuplementos.com.br (CUPOM: LELIS)💊 MINHA LOJA: http://www.baratosuplementos.com.br💪 QUER UMA FICHA DE TREINO? https://go.hotmart.com/Q16838736L 🏋🏻 QUER SER MEU ALUNO? https://shapeem30.com.br/👕 ROUPAS DA MITH (CUPOM 10%: LELIS): https://www.mithoficial.com.br/todos-produtos/📚 LIVROS DE DIETA E TREINO https://go.hotmart.com/B6783862H___📷 INSTAGRAM: https://www.instagram.com/victorlelis/✅ Canal com a Barbara: https://www.youtube.com/abelaeoferaPARCERIAS: webmaster@baratosuplementos.com.brPágina do FACEBOOK: https://www.facebook.com/VictorLelisFitness/ Obrigado por assistir."
"hZ4PwePHzMo","CONSTRUINDO UMA FAMÍLIA - VICIADOS EM ZÉ NETO E CRISTIANO","2020-03-01T22:00:05.000Z","UCLJ9MNjT7Xzqa7XRiU8IEBg","FelipePires","23","20.03.03","Felipe Pires|Sertanejo|Bandinhas|Música|Humor|Comédia|Casais Viciados|Viciado|Conquistando|Conquista","151074","13300","156","256","https://i.ytimg.com/vi/hZ4PwePHzMo/default.jpg","False","False","Uma comédia romântica com as músicas do Zé Neto e Cristiano... Gostou? Deixa teu LIKE e compartilhe. Gratidão!Elenco:Felipe Pireshttps://www.instagram.com/fepiresoficialFernando Pireshttps://www.instagram.com/fernandopiresoficialJéssica Minihttps://www.instagram.com/jessicaminioficialOperador de câmera - Correção de corLeandro Menzenhttps://www.instagram.com/leandromenzenMINHA PÁGINA OFICIALhttps://www.facebook.com/fepiresoficialMEU PERFIL NO FACEhttps://www.facebook.com/felipepiresrs"
"T6zQAkyTHEQ","MAKE DA DOLCE & GABBANA É PIOR QUE OS DONOS - Karen Bachini","2020-03-01T20:00:04.000Z","UCYcClChNM-0rjqCGobSfJ4A","Karen Bachini","22","20.03.03","blogueira|como fazer|maquiagem|karen bachini|kah|make up|kahbak|tutorial|passo a passo|vlog|fada sem defeitos|divertido|engraçado|cuidados com a pele|cabelo|makeup|maquiagem profissional|fotos|desafio|cosméticos|make|dia a dia|basiquinha|reboco|festa|padaria|oremos para que não caguemos|escola|dolce e gabbana|dolce&gabbana|dolce e gabbana make up|make donce&gabbana","183769","33991","197","1741","https://i.ytimg.com/vi/T6zQAkyTHEQ/default.jpg","False","False","OLÁ PESSOAS INCRÍVEIS DA INTERNET 🤟!Infeliz compra, infeliz.. 👕 Compre o uniforme do clã: https://www.nerduniverse.com.br/karen💄 PRODUTOS MENCIONADOS- Base Glouriouskin Perfect Luminous Creamy Foundation Dolce & Gabbana https://www.dolcegabbana.com/beauty/makeup/face-products/gloriouskin-perfect-luminous-creamy-foundation/- Corretivo Vanish Airbrush Concealer Hourglass https://rstyle.me/+C2Uvtc0haS-dUKwJm61SjA- Pó Hyaluronic Acid Powder Face Setting By Terry https://www.byterry.com/makeup/face/powder/hyaluronic-hydra-powder/#hyaluronic-hydra-powder- Bronzer Solar Glow Ultra-Light Bronzing Powder Dolce & Gabbana https://www.byterry.com/makeup/face/powder/hyaluronic-hydra-powder/#hyaluronic-hydra-powder- Blush Of Roses Luminous Cheek Colour Provocative 200 Dolce & Gabbana https://www.dolcegabbana.com/beauty/makeup/face-products/blush-of-roses-luminous-cheek-colour/  - Quarteto Felineyes Intense Eyeshadow Quad Romantic Rose 6 Dolce & Gabbana https://www.dolcegabbana.com/beauty/makeup/eyes-products/felineyes-intense-eyeshadow-quad/- Perfect Mono Cream Eye Dolce & Gabbana https://www.dolcegabbana.com/beauty/makeup/eyes-products/perfect-mono-eyeshadow/- Mascara Huge Extreme Lash Mascara Stila https://rstyle.me/+1GNA5glm96JGIFSJXgPHzQ- Blush Iluminador Albatross Nars https://rstyle.me/+MzYbfF3lnLdTyjytVyO1jQ- Dolcissimo Matte Liquid Lipcolour Red Dolce & Gabbana https://www.dolcegabbana.com/beauty/makeup/lips-products/dolcissimo-matte-liquid-lipcolor/📸 MEU INSTAGRAM https://www.instagram.com/karenbachini🔮 INSTAGRAM DE RESENHAS: https://www.instagram.com/resenhasincriveis📬 PRESS & ENVIE MIMOS: Karen Bachini Caixa Postal 76504 | CEP 01220-970 | SP👛 ONDE COMPRO MAKESSephora USA https://rstyle.me/n/c8as4c4g6nMaquiagens Coreanas(pronta entrega sem risco de taxa): https://www.noguchicosmeticos.comLojinha MQN (encomenda sem risco de taxa) https://bit.ly/2N6zWkfRosa lima SHOP(pronta entrega sem risco de taxa) https://www.rosalimashop.comFlorenza(make nacional): https://www.florenza.com.br🐣 SE VOCÊ É NOVO POR AQUISeja bem vindo a tripulação de pessoas incríveis e se inscreve logo pra não perder nada! Aproveita pra clicar no sininho de notificações e ficar por dentro de tudo! A gente fala muito de maquiagem, tecnologia e viagem, mas tudo vira assunto por aqui. Nem sempre eu acerto na maquiagem e na cor da base e quando isso acontece é apenas mais um dia na minha vida. Mas a vida é assim, e essa é a graça!💌 PROPOSTAS COMERCIAIS: hello@karenbachini.com🤖 EDIÇÃO MAIS TOP DO PLANETA💩SAULO EDITION - http://bit.ly/2Arseid"
"qpa6qZgoE-4","POSSE DE BOLA #22 | SELEÇÃO BRASILEIRA E PAULISTAS PODEM ATRAPALHAR O FLAMENGO?","2020-03-02T13:40:45.000Z","UC3KHYFWeB0WimMBfm3NEahQ","UOL Esporte","17","20.03.03","Eduardo Tironi|Juca Kfouri|Arnaldo Ribeiro|Mauro Cezar Pereira|mesa redonda|podcast|uol|futebol|discussão|flamengo|corinthians|palmeiras|vasco|santos|são paulo|neymar|gabgol|psg|expulsão neymar","37940","3723","72","195","https://i.ytimg.com/vi/qpa6qZgoE-4/default.jpg","False","False","Eduardo Tironi, Juca Kfouri, Arnaldo Ribeiro e Mauro Cezar Pereira. Este é nosso timaço do Posse de Bola, o novo podcast do UOL Esporte.Toda segunda-feira, ao vivo, eles conversam sobre um tema que esteja em alta no futebol, em especial o brasileiro. Inscreva-se no canal para não perder os próximos.#PossedeBola #Podcast #UOL------Bem-vindo ao Canal do UOL Esporte. INSCREVA-SE NO CANAL: http://bit.ly/2ua9Eog**UOL ESPORTE NO FACEBOOK ** http://bit.ly/2ucr0mi** SIGA NO INSTAGRAM **@UOLEsporte: http://bit.ly/2uAS4wE** ACESSE NOSSA PÁGINA **www.uol.com.br/esporte/"
"1mRSD8N0F1g","ANDEI A NOITE DE BIKE EM NEW YORK ‹ EduKof ›","2020-03-01T17:00:00.000Z","UCrGnb5RdHA9M6WGmBGYo4ZQ","AM3NlC","22","20.03.03","VLOG|Estados|Unidos|EUA|Brasil|Brazil|Breakmen|Casa|House","262623","33560","363","673","https://i.ytimg.com/vi/1mRSD8N0F1g/default.jpg","False","False","Seja Membro Exclusivo: https://bit.ly/2M6HN1kRoupas Breakmen: https://www.breakmenshop.comCanal de Games: https://goo.gl/BHD7sB♦ Redes Sociais:Snapchat: dudukofInstagram: http://goo.gl/hYNGE6 @EduKofTwitter: https://goo.gl/feFHSj @EduKof♦ Contato Comercial: contato-edukof@hotmail.com♦ ChipArt Sociais:MEU COMPUTADOR: https://goo.gl/XUe9UVCanal: https://www.youtube.com/user/CanalChipartFacebook: https://www.facebook.com/chipart.informatica#EduKof #Breakmen"
"HIn_gztUptc","COLETIVA PÓS-JOGO: SÃO PAULO FC X PONTE PRETA | SPFCTV","2020-03-01T23:24:55.000Z","UCX3zTAsEoZ61rQMYb_08Tow","São Paulo FC","17","20.03.03","saopaulofctv|SPFC|tricolor|São Paulo|Morumbi|sao paulo|gols da rodada|spfctv|Made in Cotia|#Madeincotia|Bastidores|Boletim de treino","75026","8296","62","595","https://i.ytimg.com/vi/HIn_gztUptc/default.jpg","False","False","INSCREVA-SE no canal oficial São Paulo FC: http://goo.gl/mXCkhIyoutube.com/spfctv - Desde 2008 levando os bastidores do Tricolor aos torcedores!"
"3bg_iEin3bE","UFC Norfolk: Veja o nocaute de Deiveson Figueiredo","2020-03-01T15:43:23.000Z","UCk8XGxi7fsTqQQRVq9LSraw","UFC BRASIL","17","20.03.03","UFC|UFC Brasil|Combate|UFC Lutas|UFC Nocautes|UFC Ao Vivo|UFC Fight|Assistir UFC|UFC Videos|UFC no Combate|ufc norfolk|deiveson figueiredo","223682","7756","161","378","https://i.ytimg.com/vi/3bg_iEin3bE/default.jpg","False","False","O brasileiro Deiveson Figueiredo mostrou o poder das suas mãos e nocauteou Joseph Benavidez no #UFCNorfolk. Ele não ficou com o título dos moscas porque não atingiu o limite de peso da categoria. #UFCSite: http://www.ufc.com.br Instagram: http://www.instagram.com/ufc_brasilTwitter: http://www.twitter.com/ufcbrasilAssine o Canal Combate: http://bit.ly/2WR5vr6"
